 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27
54,18.136,17.374,17.406,12.982,14.257,11.900,21.386,12.818,13.889,15.614,13.570,16.267,13.487,13.061,14.071,11.957,16.201,14.225,15.143,17.408,11.992,21.372,13.326,12.012,10.738,11.813,12.882
55,18.100,17.412,17.167,12.957,14.160,11.932,21.745,12.759,13.753,15.625,13.601,16.297,13.533,13.010,13.922,11.940,16.367,14.068,15.091,17.472,11.978,21.283,13.408,12.038,10.740,11.863,12.915
56,18.370,17.297,17.274,13.018,14.259,11.897,21.514,12.842,13.864,15.709,13.614,16.242,13.579,13.000,14.117,11.907,16.187,14.305,15.091,17.345,11.992,21.287,13.512,12.070,10.689,11.860,12.900
57,18.310,17.271,16.994,13.012,14.227,11.892,21.375,12.871,13.942,15.576,13.462,16.258,13.454,13.102,14.054,11.895,16.233,14.228,15.168,17.385,11.919,21.434,13.397,12.044,10.772,11.867,12.762
58,18.128,17.210,17.199,12.955,14.132,11.986,21.353,12.759,13.922,15.479,13.462,16.415,13.520,12.852,13.976,11.957,16.356,14.142,15.095,17.596,12.042,21.348,13.494,12.050,10.831,11.824,12.797
59,18.259,17.376,17.326,12.906,14.289,11.883,21.359,12.729,13.856,15.642,13.502,16.494,13.303,12.969,13.989,11.938,16.257,14.375,15.089,17.442,12.053,21.377,13.295,12.072,10.833,11.914,12.823
60,18.423,17.381,17.274,12.964,14.121,11.846,21.435,12.705,13.955,15.600,13.471,16.303,13.507,13.036,13.913,11.935,16.297,14.188,15.044,17.363,12.063,21.245,13.350,11.986,10.706,11.874,12.897
61,18.163,17.379,17.216,13.020,14.281,11.830,21.500,12.767,13.831,15.583,13.448,16.552,13.546,12.995,13.900,11.964,16.187,14.194,15.148,17.580,11.986,21.285,13.404,11.988,10.833,11.770,12.867
62,18.176,17.316,17.251,12.979,14.240,11.895,21.489,12.828,13.663,15.601,13.547,16.427,13.434,12.913,13.887,11.873,16.172,14.188,15.173,17.336,11.970,21.532,13.440,12.101,10.728,12.004,12.751
63,18.132,17.324,17.124,12.927,14.123,11.850,21.253,12.855,13.905,15.649,13.363,16.342,13.322,12.985,13.991,11.986,16.265,14.209,15.054,17.431,12.040,21.401,13.402,11.990,10.743,11.878,12.828
64,18.232,17.295,17.164,13.025,14.136,11.874,21.568,12.823,13.844,15.512,13.610,16.285,13.461,13.010,14.048,11.895,16.347,14.151,15.064,17.469,11.949,21.359,13.291,11.962,10.794,11.993,12.785
65,18.201,17.352,17.277,12.971,14.182,11.862,21.337,12.681,13.914,15.687,13.583,16.309,13.520,12.852,13.933,12.033,16.114,14.123,15.116,17.392,11.968,21.381,13.377,12.072,10.770,11.831,12.851
66,18.372,17.191,17.225,13.004,14.259,11.916,21.709,12.842,13.770,15.680,13.511,16.409,13.579,12.923,13.965,11.962,16.318,14.055,15.049,17.390,11.947,21.365,13.300,12.044,10.676,11.813,12.792
67,18.153,17.393,17.084,12.968,14.317,11.906,21.584,12.735,13.807,15.559,13.534,16.358,13.586,12.923,14.030,11.986,16.195,14.052,15.073,17.302,11.978,21.383,13.256,11.984,10.635,11.924,12.908
68,18.153,17.302,17.219,12.966,14.238,11.781,21.261,12.743,13.811,15.468,13.583,16.485,13.434,13.005,13.881,11.859,16.254,14.138,15.108,17.472,12.006,21.439,13.347,12.062,10.750,11.903,12.862
69,18.201,17.302,17.236,13.043,14.227,11.780,21.174,12.753,13.753,15.576,13.386,16.324,13.441,12.964,13.963,12.005,16.166,14.151,15.047,17.324,11.996,21.263,13.391,12.095,10.789,11.867,12.841
70,18.186,17.188,17.236,13.061,14.220,11.883,21.562,12.745,13.942,15.680,13.372,16.327,13.349,12.944,13.892,11.971,16.149,14.126,15.155,17.442,11.962,21.296,13.312,11.984,10.775,11.896,12.879
71,18.199,17.200,17.147,13.075,14.166,11.895,21.372,12.724,13.992,15.563,13.484,16.358,13.513,12.980,13.965,11.859,16.149,14.095,15.155,17.268,11.964,21.417,13.342,12.008,10.777,11.755,12.754
72,18.153,17.395,17.245,12.968,14.210,11.837,21.427,12.823,13.724,15.618,13.345,16.309,13.618,12.852,13.916,11.883,16.160,14.071,15.136,17.397,11.962,21.203,13.347,12.018,10.713,11.817,12.974
73,18.130,17.188,17.216,12.881,14.201,11.846,21.310,12.804,13.947,15.611,13.561,16.421,13.553,13.133,13.918,12.014,16.257,14.028,15.116,17.429,11.974,21.450,13.325,11.966,10.762,11.849,12.828
74,18.134,17.150,17.199,12.948,14.223,11.972,21.524,12.689,13.778,15.536,13.318,16.394,13.612,12.964,13.946,11.828,16.207,14.077,15.052,17.417,11.998,21.189,13.381,12.038,10.787,11.888,12.823
75,18.215,17.316,17.095,12.900,14.199,11.792,21.389,12.689,13.737,15.623,13.610,16.412,13.447,13.077,13.978,11.938,16.224,14.114,15.077,17.286,11.974,21.345,13.387,12.050,10.814,11.914,12.890
76,18.056,17.307,17.251,12.936,14.125,11.878,21.609,12.729,13.811,15.525,13.547,16.276,13.684,12.832,14.006,11.844,16.271,14.225,15.023,17.361,11.919,21.390,13.293,11.978,10.755,11.881,12.862
77,18.205,17.252,17.072,12.925,14.216,11.850,21.296,12.794,13.905,15.607,13.507,16.227,13.691,13.066,14.037,11.998,16.120,14.175,15.136,17.354,11.998,21.181,13.335,12.040,10.804,11.737,12.921
78,18.218,17.402,17.147,13.055,14.210,11.764,21.590,12.713,13.733,15.623,13.502,16.355,13.658,13.051,13.976,11.969,16.359,14.185,15.032,17.385,11.895,21.361,13.364,11.942,10.750,11.892,12.885
79,18.278,17.274,17.256,13.123,14.229,11.748,21.389,12.807,13.757,15.563,13.556,16.576,13.507,12.949,14.039,11.911,16.134,14.089,15.039,17.313,12.022,21.136,13.346,11.978,10.718,11.888,12.808
80,18.301,17.109,17.092,12.881,14.250,11.839,21.470,12.769,13.786,15.647,13.430,16.367,13.487,13.015,13.963,11.900,16.152,14.240,15.046,17.329,11.976,21.367,13.384,12.012,10.762,11.971,12.674
81,18.176,17.360,17.305,12.918,14.194,11.862,21.302,12.810,13.737,15.541,13.525,16.221,13.447,12.990,13.987,11.785,16.125,14.126,15.055,17.388,12.016,21.350,13.319,12.006,10.755,11.838,12.767
82,18.199,17.152,17.305,12.941,14.182,11.815,21.465,12.786,13.708,15.623,13.561,16.361,13.566,12.913,14.043,11.916,16.233,14.071,15.105,17.546,12.004,21.263,13.450,12.173,10.772,11.849,12.715
83,18.094,17.157,17.323,13.119,14.106,11.888,21.364,12.694,13.815,15.477,13.587,16.379,13.520,13.000,13.987,11.955,16.210,14.142,15.089,17.363,12.020,21.263,13.364,12.089,10.743,11.691,12.890
84,18.211,17.245,17.207,12.898,14.246,11.857,21.416,12.684,13.897,15.654,13.578,16.288,13.579,13.031,13.985,11.955,16.268,14.135,15.117,17.456,11.974,21.423,13.363,12.030,10.794,11.745,12.851
85,18.059,17.321,17.020,12.913,14.251,11.881,21.342,12.820,13.835,15.539,13.471,16.439,13.579,12.954,13.853,11.895,16.149,13.911,15.047,17.517,11.939,21.358,13.315,12.044,10.757,11.748,12.797
86,18.126,17.281,17.199,13.000,14.136,11.843,21.253,12.574,13.811,15.590,13.430,16.397,13.480,13.097,13.957,11.852,16.114,14.200,15.054,17.451,12.073,21.274,13.406,11.928,10.767,11.903,12.836
87,18.262,17.291,17.167,12.971,14.140,11.811,21.293,12.689,13.835,15.516,13.691,16.324,13.480,12.990,13.881,11.952,16.216,14.212,15.086,17.469,11.947,21.234,13.464,12.046,10.654,11.806,12.872
88,18.197,17.276,17.199,12.964,14.138,11.871,21.383,12.772,13.802,15.640,13.525,16.261,13.566,12.872,13.983,11.890,16.160,14.006,15.092,17.424,12.095,21.249,13.482,12.032,10.711,11.799,12.833
89,18.310,17.216,17.190,13.041,14.153,11.876,21.405,12.724,13.761,15.516,13.498,16.282,13.533,13.036,14.019,11.911,16.160,14.194,15.060,17.268,12.020,21.392,13.350,12.054,10.652,11.820,12.836
90,18.138,17.238,17.110,12.950,14.216,11.867,21.337,12.705,14.029,15.541,13.372,16.203,13.441,12.842,13.985,11.940,16.257,13.997,15.112,17.395,11.945,21.238,13.482,12.008,10.711,11.957,12.908
91,18.186,17.217,17.144,12.929,14.084,11.848,21.323,12.729,13.745,15.473,13.399,16.291,13.447,12.929,13.861,11.957,16.152,14.083,15.187,17.358,11.895,21.200,13.325,11.966,10.735,11.960,12.815
92,18.276,17.284,17.207,12.836,14.166,11.846,21.258,12.641,13.778,15.563,13.529,16.397,13.678,13.000,13.916,11.943,16.096,14.160,15.021,17.413,11.899,21.156,13.374,12.028,10.708,11.867,12.905
93,18.333,17.276,17.305,12.957,14.251,11.757,21.522,12.702,13.881,15.589,13.372,16.273,13.414,12.929,13.866,12.019,16.233,14.129,15.053,17.333,12.051,21.203,13.332,11.968,10.782,11.781,12.903
94,18.079,17.183,17.086,12.957,14.190,11.788,21.399,12.702,13.798,15.495,13.413,16.318,13.566,12.893,13.963,11.921,16.210,14.271,15.107,17.347,11.960,21.149,13.402,11.980,10.801,11.928,12.879
95,18.144,17.333,17.259,12.973,14.093,11.762,21.332,12.743,13.864,15.554,13.623,16.403,13.401,12.832,14.032,11.976,16.184,14.274,15.124,17.451,11.947,21.352,13.301,12.032,10.792,11.741,12.767
96,18.241,17.209,17.121,12.870,14.160,11.822,21.465,12.660,13.794,15.590,13.457,16.467,13.559,13.010,14.000,11.900,16.149,14.117,15.147,17.265,11.915,21.261,13.284,11.897,10.792,11.842,12.844
97,18.117,17.191,17.334,12.873,14.253,11.792,21.429,12.759,13.733,15.479,13.444,16.306,13.395,12.990,13.981,11.864,16.149,14.108,15.053,17.444,12.004,21.260,13.349,12.008,10.728,11.737,12.879
98,18.236,17.291,17.104,12.955,14.156,11.879,21.250,12.649,13.959,15.541,13.484,16.282,13.461,13.015,13.989,12.002,16.201,14.142,15.019,17.392,11.952,21.263,13.383,12.058,10.730,11.856,12.626
99,18.192,17.243,17.164,13.030,14.197,11.900,21.446,12.780,13.918,15.559,13.493,16.255,13.671,13.036,14.026,11.809,16.055,14.123,14.999,17.469,12.055,21.230,13.333,12.097,10.855,11.838,12.787
100,18.113,17.116,17.202,12.941,14.223,11.918,21.546,12.662,13.667,15.499,13.417,16.206,13.461,12.944,13.961,11.900,16.172,14.138,14.961,17.297,11.885,21.176,13.228,12.034,10.755,11.795,12.849
101,18.111,17.253,17.164,13.068,14.084,11.820,21.277,12.697,13.881,15.527,13.561,16.400,13.618,13.092,13.803,11.888,16.017,14.145,15.033,17.349,12.002,21.254,13.335,12.014,10.738,11.727,12.833
102,18.287,17.286,17.121,12.988,14.184,11.827,21.438,12.609,13.815,15.439,13.381,16.355,13.401,13.005,13.924,11.892,16.111,13.982,15.059,17.302,12.000,21.225,13.342,12.016,10.711,11.788,12.823
103,18.075,17.297,17.265,12.922,14.209,11.836,21.291,12.684,13.798,15.532,13.552,16.545,13.559,12.954,13.944,11.864,16.120,14.098,15.198,17.420,11.950,21.156,13.291,11.915,10.752,11.730,12.792
104,18.395,17.257,17.346,12.998,14.158,12.042,21.799,12.941,13.852,15.627,13.605,16.379,13.414,12.964,14.177,11.926,17.026,14.858,16.347,17.388,12.127,21.205,13.274,12.036,10.799,11.899,13.069
105,19.883,17.653,19.752,13.462,14.294,12.460,21.970,15.013,13.856,16.095,14.596,16.945,13.803,13.209,17.277,12.132,18.105,15.963,17.921,17.469,14.982,21.305,13.262,12.304,11.066,11.978,13.569
106,18.996,17.416,18.326,13.066,14.192,12.234,21.611,13.673,13.753,15.625,14.022,16.512,13.605,13.219,15.271,12.038,17.055,15.203,16.416,17.435,13.897,21.140,13.255,12.205,10.875,11.914,13.136
107,18.343,17.316,17.749,13.055,14.155,11.972,21.546,13.032,13.733,15.501,13.592,16.348,13.388,12.969,14.506,11.854,16.641,14.578,15.744,17.274,12.982,21.118,13.298,12.022,10.897,11.827,12.862
108,18.253,17.224,17.403,12.889,14.089,11.960,21.272,12.874,13.831,15.645,13.601,16.370,13.638,13.010,14.084,11.947,16.455,14.452,15.480,17.397,12.584,21.198,13.304,12.115,10.809,11.763,12.731
109,18.046,17.281,17.245,12.975,14.143,11.878,21.554,12.724,13.811,15.477,13.462,16.276,13.539,13.046,13.981,11.928,16.370,14.378,15.194,17.354,12.206,21.240,13.243,11.885,10.716,11.867,12.944
110,18.165,17.174,17.300,13.000,14.086,11.830,21.378,12.759,13.934,15.508,13.484,16.276,13.500,13.066,13.929,11.816,16.198,14.249,15.178,17.277,12.111,21.134,13.381,12.318,10.730,11.647,12.777
111,18.264,17.234,17.124,12.872,14.212,11.899,21.424,12.791,13.761,15.616,13.498,16.188,13.559,12.934,13.833,11.890,16.309,14.206,15.108,17.397,11.960,21.134,13.357,12.421,10.799,11.860,12.821
112,18.054,17.278,17.159,12.964,14.034,11.864,21.370,12.721,13.909,15.537,13.422,16.294,13.474,13.020,13.922,11.895,16.050,14.145,15.083,18.782,11.877,21.218,13.416,12.513,11.120,11.752,12.818
113,18.266,17.338,17.256,12.859,14.086,11.843,21.348,12.662,13.852,15.523,13.453,16.424,13.559,12.939,13.866,11.871,16.277,14.286,15.127,18.277,11.913,21.154,13.345,12.491,11.025,11.874,12.846
114,17.973,17.266,17.159,12.971,14.071,11.820,21.321,12.689,13.774,15.607,13.341,16.448,13.421,12.862,13.900,11.854,16.268,14.163,14.987,17.891,11.976,21.200,13.342,12.394,11.108,11.932,12.805
115,18.067,17.131,17.170,12.922,14.112,11.874,21.378,12.718,13.864,15.559,13.498,16.121,13.500,13.056,13.963,11.923,16.195,14.148,14.957,17.834,11.885,21.254,13.304,12.410,11.556,11.838,12.790
116,17.975,17.122,17.066,12.859,14.065,11.790,21.288,12.689,13.877,15.477,13.529,16.258,13.388,12.944,13.924,11.864,15.910,14.000,15.021,17.603,11.941,21.272,13.284,12.429,11.199,11.730,12.849
117,18.031,17.257,17.144,12.975,14.063,11.930,21.432,12.708,13.774,15.483,13.448,16.203,13.322,12.898,13.922,11.967,16.093,14.117,15.037,17.585,11.879,21.111,13.315,12.491,11.500,11.878,12.826
118,18.117,17.253,17.418,12.838,14.030,11.848,21.465,12.673,13.947,15.497,13.381,16.388,13.605,13.082,13.929,11.890,16.210,14.188,15.041,17.476,11.923,21.232,13.349,12.416,11.495,11.741,12.797
119,17.933,17.169,17.017,12.859,14.088,11.823,21.383,12.643,13.798,15.561,13.493,16.279,13.513,13.071,13.844,11.878,16.079,14.000,15.043,17.469,11.968,21.011,13.235,12.441,11.701,11.871,12.790
120,18.151,17.145,17.014,12.952,14.048,11.780,21.402,12.713,13.798,15.600,13.435,16.336,13.388,12.821,13.738,11.844,16.035,14.089,15.005,17.417,11.923,21.083,13.269,12.441,11.922,11.813,12.864
121,18.061,17.169,16.983,12.829,14.138,11.874,21.429,12.681,13.951,15.506,13.570,16.233,13.243,12.852,13.920,12.005,16.055,14.252,15.029,17.592,11.964,21.172,13.378,12.531,12.010,11.759,12.833
122,18.046,17.207,17.104,12.877,14.164,11.865,21.427,12.702,13.753,15.517,13.547,16.403,13.434,12.918,13.851,11.928,16.192,14.092,15.149,17.456,11.947,21.180,13.453,13.201,11.973,11.806,12.772
123,18.086,17.126,17.153,12.938,14.091,11.827,21.451,12.718,13.774,15.446,13.691,16.345,13.645,12.811,13.835,11.969,16.207,14.123,15.053,17.392,11.883,21.122,13.343,13.147,12.120,11.766,12.659
124,18.040,17.172,17.262,12.936,14.194,11.867,21.168,12.665,13.798,15.614,13.605,16.315,13.342,12.816,13.892,11.931,16.009,14.012,15.055,17.519,11.933,21.276,13.368,13.004,12.348,11.809,12.759
125,18.082,17.190,17.176,12.939,14.162,11.876,21.071,12.665,13.885,15.569,13.413,16.285,13.487,12.974,13.937,11.911,16.131,14.135,15.052,17.329,11.986,21.120,13.263,12.891,12.314,11.698,12.808
126,18.134,17.178,17.014,12.888,14.061,11.769,21.552,12.772,13.905,15.497,13.610,16.236,13.395,13.061,13.881,11.856,16.050,14.105,15.012,17.397,11.901,21.203,13.391,12.799,12.331,11.781,12.774
127,18.149,17.279,17.179,12.898,14.101,11.871,21.101,12.753,13.704,15.413,13.547,16.088,13.539,12.939,13.974,11.888,16.187,14.052,14.997,17.458,11.964,21.051,13.305,12.761,12.297,11.806,12.851
128,18.008,17.148,17.072,13.021,14.175,11.848,21.440,12.673,13.741,15.477,13.462,16.194,13.375,13.000,13.853,11.983,16.015,13.877,14.979,17.404,11.939,21.294,13.269,12.505,12.475,11.820,12.677
129,18.025,17.097,17.020,12.998,14.099,11.869,21.486,12.643,13.737,15.448,13.534,16.239,13.434,12.898,13.961,11.854,16.061,14.012,14.929,17.338,11.964,21.318,13.300,12.525,12.407,11.755,12.774
130,18.142,17.160,17.130,12.850,13.991,11.864,21.147,12.740,13.947,15.505,13.422,16.424,13.599,12.939,13.842,11.876,16.201,14.366,15.099,17.268,11.937,21.160,13.259,12.338,12.483,11.842,12.667
131,18.144,17.186,17.210,12.952,14.168,11.783,21.120,12.810,13.992,15.490,13.502,16.230,13.474,13.056,13.929,11.895,15.918,14.120,15.012,17.338,11.905,21.180,13.295,12.249,12.341,11.863,12.749
132,18.082,17.098,17.256,12.859,14.086,11.766,21.383,12.751,13.893,15.556,13.583,16.330,13.507,13.092,13.823,11.880,15.997,14.074,15.045,17.129,11.952,21.074,13.346,12.205,12.581,11.784,12.762
133,17.975,17.197,17.101,12.913,14.222,11.769,21.277,12.729,13.897,15.565,13.534,16.379,13.408,12.969,13.976,11.806,16.093,14.071,15.045,17.342,11.885,21.100,13.291,12.167,12.495,11.777,12.831
134,17.929,17.229,17.167,13.002,14.117,11.872,21.291,12.689,13.864,15.578,13.417,16.212,13.243,13.066,13.918,11.811,16.029,13.982,14.943,17.451,11.945,21.249,13.384,12.052,12.532,11.741,12.703
135,18.040,17.119,17.161,12.882,14.043,11.948,21.465,12.603,13.811,15.464,13.336,16.352,13.414,12.735,13.981,11.890,15.816,14.018,14.943,17.356,11.952,21.067,13.346,12.052,12.733,11.784,12.736
136,18.262,17.141,17.121,12.881,14.130,11.804,21.253,12.718,13.774,15.590,13.386,16.236,13.447,12.990,13.905,11.868,16.149,14.092,14.953,17.272,11.836,20.982,13.260,12.155,12.615,11.924,12.667
137,18.142,17.169,17.280,12.865,14.039,11.844,21.478,12.716,13.765,15.371,13.552,16.203,13.454,13.031,13.874,11.943,16.233,14.065,14.953,17.395,11.941,21.187,13.235,12.064,12.596,11.906,12.805
138,17.979,17.191,17.236,12.872,14.142,11.909,21.255,12.692,13.741,15.492,13.439,16.194,13.513,13.051,13.866,11.809,16.149,14.166,15.018,17.397,11.907,21.131,13.201,12.042,12.498,11.777,12.767
139,17.902,17.209,17.081,12.888,14.173,11.729,21.223,12.678,13.720,15.527,13.547,16.203,13.401,12.832,13.833,11.799,16.064,14.009,15.052,17.417,11.968,21.062,13.277,12.012,12.532,11.881,12.800
140,18.073,17.216,17.035,12.936,14.076,11.830,21.101,12.729,13.757,15.486,13.323,16.327,13.303,13.020,13.948,11.864,16.181,14.058,14.974,17.281,11.978,20.955,13.301,12.006,12.529,11.680,12.713
141,18.084,17.202,17.049,12.982,14.039,11.794,21.087,12.657,13.868,15.470,13.435,16.306,13.250,13.051,13.955,11.940,15.956,14.191,14.990,17.331,11.935,21.076,13.231,11.986,12.505,11.795,12.664
142,17.958,17.174,17.153,12.914,14.054,11.766,21.329,12.638,13.765,15.550,13.502,16.330,13.507,12.883,13.903,11.787,15.878,14.062,14.960,17.417,11.964,21.131,13.291,12.002,12.586,11.709,12.759
143,17.914,17.226,16.991,12.897,14.065,11.792,21.204,12.590,13.905,15.600,13.520,16.188,13.421,12.929,13.894,11.861,16.157,14.077,15.000,17.209,11.949,21.122,13.280,11.976,12.365,11.784,12.810
144,18.144,17.169,17.052,12.895,14.095,11.843,21.033,12.668,13.831,15.517,13.448,16.227,13.539,13.056,13.920,11.804,16.160,14.095,14.999,17.200,11.913,20.955,13.256,11.907,12.199,11.734,12.749
145,18.056,17.171,17.170,12.955,14.061,11.802,21.092,12.689,13.790,15.389,13.453,16.270,13.342,12.801,13.924,11.885,16.067,14.052,14.933,17.265,12.000,21.064,13.277,11.980,12.115,11.741,12.815
146,18.054,17.153,17.072,12.870,14.142,11.813,21.111,12.625,13.782,15.413,13.596,16.270,13.421,12.811,13.805,11.914,15.988,13.932,15.089,17.290,11.962,21.005,13.321,12.038,11.934,11.849,12.867
147,17.941,17.121,16.939,12.993,14.086,11.876,20.951,12.716,13.728,15.554,13.570,16.279,13.237,12.903,13.918,11.837,16.050,14.108,15.041,17.211,11.931,21.152,13.335,11.948,11.752,11.809,12.764
148,18.067,17.160,17.110,12.877,14.069,11.747,21.101,12.614,13.646,15.466,13.435,16.182,13.309,12.801,13.801,11.888,15.930,14.031,14.982,17.331,11.909,21.167,13.307,11.893,11.522,11.705,12.721
149,17.958,17.238,17.058,12.857,14.188,11.780,21.334,12.681,13.720,15.574,13.408,16.030,13.480,12.883,13.851,11.806,15.988,14.012,15.043,17.293,11.871,21.142,13.245,11.996,11.483,11.831,12.728
150,18.021,17.172,17.086,12.843,14.145,11.726,21.079,12.654,13.733,15.455,13.372,16.127,13.638,12.985,13.939,11.806,15.950,13.969,14.984,17.397,11.909,21.256,13.212,12.028,11.395,11.853,12.808
151,18.031,17.259,16.963,12.884,14.022,11.806,21.149,12.743,13.802,15.669,13.596,16.173,13.421,13.031,14.009,11.852,16.012,14.065,14.968,17.179,11.968,21.071,13.409,12.139,11.422,11.770,12.854
152,18.086,17.160,17.124,12.932,14.028,11.783,21.196,12.692,13.745,15.472,13.430,16.336,13.612,13.046,13.861,11.794,16.067,14.086,15.000,17.186,11.925,20.857,13.297,12.030,11.147,11.788,12.721
153,17.925,17.064,17.124,12.923,14.121,11.733,21.274,12.748,13.728,15.490,13.381,16.130,13.263,12.908,13.924,11.823,16.017,14.022,14.944,17.175,11.964,21.073,13.311,12.076,11.181,11.820,12.738
154,18.063,17.233,17.222,12.950,14.093,11.827,21.168,12.791,13.877,15.512,13.413,16.197,13.428,12.699,13.929,11.883,15.959,14.095,14.983,17.245,11.929,21.091,13.215,11.964,10.990,11.781,12.705
155,18.038,17.003,17.026,12.957,14.076,11.757,21.101,12.614,13.757,15.596,13.457,16.100,13.250,12.974,13.833,11.835,15.959,13.945,14.876,17.422,11.954,21.114,13.322,11.990,10.971,11.777,12.726
156,18.069,17.143,17.098,12.948,14.026,11.816,21.057,12.697,13.720,15.475,13.408,16.255,13.388,12.959,13.771,11.852,16.009,14.074,14.943,17.095,11.919,21.000,13.294,11.915,10.934,11.878,12.767
157,18.077,17.141,17.014,12.930,14.102,11.769,21.076,12.708,13.724,15.497,13.345,16.170,13.243,12.985,13.816,11.789,16.198,13.868,14.981,17.302,11.939,20.962,13.238,11.966,10.841,11.838,12.879
158,18.048,17.143,17.107,12.824,14.097,11.760,21.166,12.660,13.749,15.437,13.413,16.152,13.368,12.954,13.922,11.749,16.044,14.055,14.961,17.293,11.925,21.194,13.163,11.831,10.797,11.781,12.697
159,17.967,17.129,17.078,12.813,14.158,11.773,21.117,12.732,13.708,15.473,13.417,16.382,13.270,12.964,13.907,11.852,16.032,13.972,14.999,17.274,11.834,21.098,13.260,11.918,10.882,11.709,12.746
160,18.008,17.114,16.945,12.845,14.093,11.673,21.188,12.603,13.774,15.386,13.381,16.164,13.414,12.949,13.885,11.859,16.079,14.031,14.875,17.240,11.913,21.005,13.277,11.950,10.809,11.881,12.790
161,18.109,17.084,17.095,12.884,14.043,11.774,21.128,12.740,13.807,15.570,13.534,16.336,13.447,13.005,13.911,11.849,15.997,13.932,14.927,17.381,11.960,21.009,13.260,12.040,10.748,11.827,12.700
162,18.115,17.140,17.164,12.859,14.067,11.844,21.114,12.673,13.700,15.590,13.561,16.227,13.382,13.087,13.924,11.794,16.128,14.043,14.881,17.143,11.913,20.985,13.238,11.940,10.799,11.871,12.728
163,17.992,17.053,17.118,12.881,14.101,11.769,21.266,12.641,13.774,15.468,13.466,16.397,13.520,12.867,13.844,11.959,16.029,13.877,14.988,17.204,11.836,21.074,13.322,11.942,10.723,11.741,12.728
164,18.052,17.226,16.931,12.918,14.011,11.827,21.057,12.729,13.724,15.422,13.435,16.115,13.526,12.852,13.961,11.852,15.918,14.049,15.057,17.152,11.976,20.973,13.226,11.918,10.809,11.752,12.715
